,filename,class
2579,E:\TFG\model_src\dataset\2\41741222754557775170230029220221486298_9idpaa.png,2
2580,H:\TFG\data\40\216840111366964012373310883942009160102303922_00-099-096.png,1
2581,E:\TFG\model_src\dataset\4\95729151568124356227060926423022535078_btnwyz.png,0
2582,E:\TFG\model_src\dataset\2\108602520263128771027454318349478633418_ypu94g.png,2
2583,H:\TFG\data\40\1275224347932024876654_00-099-102.png,1
2584,E:\TFG\model_src\dataset\4\207948398170950287831293824607662771019-2_hrb7zi.png,0
2585,E:\TFG\model_src\dataset\2\58540322706907007472311008150718179250_49jd7d.png,2
2586,H:\TFG\data\40\216840111366964012959786098432011056124932162_00-179-160.png,1
2587,E:\TFG\model_src\dataset\4\18522922832361448502041123887069491261_re4t85.png,0
2588,E:\TFG\model_src\dataset\2\286512881682145841803981449499438571086_fo3gcl.png,2
2589,H:\TFG\data\41\216840111366964012373310883942009118083434528_00-070-010.png,1
2590,E:\TFG\model_src\dataset\4\275881223101540005278832652324189170820_mgc5w5.png,0
2591,E:\TFG\model_src\dataset\2\226432364210954295528634873061381693555_v4bp9g.png,2
2592,H:\TFG\data\41\216840111366964012373310883942009093144907036_00-070-163.png,1
2593,E:\TFG\model_src\dataset\4\289307134021429024447274289742792657581_4hes7a.png,0
2594,E:\TFG\model_src\dataset\2\231779677090102348217464859449304617573_2_r7251i.png,2
2595,H:\TFG\data\41\216840111366964012373310883942009118135041052_00-070-100.png,1
2596,E:\TFG\model_src\dataset\4\216959312173139170475005417086969718882_4jcg7v.png,0
2597,E:\TFG\model_src\dataset\2\210995927541348782638145478725990855040_x1dawp.png,2
2598,H:\TFG\data\41\216840111366964012373310883942009082121256122_00-070-122.png,1
2599,E:\TFG\model_src\dataset\4\321598941968974410696229841646975266646_u2gslb.png,0
2600,E:\TFG\model_src\dataset\2\268655023354312592200261267801928687890_24nk6v.png,2
2601,H:\TFG\data\41\216840111366964012373310883942009204085423616_00-027-046.png,1
2602,E:\TFG\model_src\dataset\4\100327202203764340510982726224209200626_qepu0e.png,0
2603,E:\TFG\model_src\dataset\2\241569251536478857347720491494176222837_cc25pq.png,2
2604,H:\TFG\data\41\216840111366964012373310883942009187145238004_00-027-196.png,1
2605,E:\TFG\model_src\dataset\4\156919502738593103200778239995270993539_hpz1li.png,0
2606,E:\TFG\model_src\dataset\2\145665059012528306175688403220929994991_4evzv7.png,2
2607,H:\TFG\data\41\216840111366964012144003075172008190103231210_00-027-190.png,1
2608,E:\TFG\model_src\dataset\4\288665759470570889087539926061989798728_wf31p1.png,0
2609,E:\TFG\model_src\dataset\2\70158017463755750194941279877145533585_sdzrme.png,2
2610,H:\TFG\data\41\216840111366964012214806429742008337115704608_00-016-022.png,1
2611,E:\TFG\model_src\dataset\4\66510430656452508185967563229770494327_s3xsdh.png,0
2612,E:\TFG\model_src\dataset\2\81009284259399007641244441851005609302_dre2af.png,2
2613,H:\TFG\data\41\216840111366964012283393834152009014093332951_00-016-197.png,1
2614,E:\TFG\model_src\dataset\4\43772958710941325868986297654871581670_29ja5v.png,0
2615,E:\TFG\model_src\dataset\2\272389436636112661052030027967876687419_gs96u6.png,2
2616,H:\TFG\data\41\216840111366964012989926673512011129133533721_00-148-173.png,1
2617,E:\TFG\model_src\dataset\4\321449460029923982547803094660910092159_avu1xq.png,0
2618,E:\TFG\model_src\dataset\2\302328872480460681420827012829490013428_2n0i9s.png,2
2619,H:\TFG\data\41\216840111366964012989926673512011129111056389_00-148-192.png,1
2620,E:\TFG\model_src\dataset\4\151043938549847209388605429705491538948_ykn61l.png,0
2621,E:\TFG\model_src\dataset\2\111640431653319919577591912897124535356_eowx3i.png,2
2622,H:\TFG\data\41\216840111366964012558082906712009334141719314_00-103-189.png,1
2623,E:\TFG\model_src\dataset\4\84146627663785998071830501460426312969_7d2j2y.png,0
2624,E:\TFG\model_src\dataset\2\245253313064667762367075146732983005317_b2brow.png,2
2625,H:\TFG\data\41\216840111366964012558082906712009331132659603_00-103-159.png,1
2626,E:\TFG\model_src\dataset\4\139568670499491759035417206053888551615_2_fmbeg2.png,0
2627,E:\TFG\model_src\dataset\2\42001605434548685716583787390045531193_4wdqlg.png,2
2628,H:\TFG\data\41\216840111366964012373310883942009153093957295_00-110-078.png,1
2629,E:\TFG\model_src\dataset\4\292917860479905058484010982045794708154_exr020.png,0
2630,E:\TFG\model_src\dataset\2\201937981556626633778887276734286854244_vww47j.png,2
2631,H:\TFG\data\41\216840111366964012558082906712009314125214828_00-110-103.png,1
2632,E:\TFG\model_src\dataset\4\73926471130491531581562044300038867917_dm16wr.png,0
2633,E:\TFG\model_src\dataset\2\231531838155156042078764089548135315422_9hoidi.png,2
2634,H:\TFG\data\41\216840111366964012373310883942009202102910772_00-110-038.png,1
2635,E:\TFG\model_src\dataset\4\28213301586181999925125029784962979477_97hr87.png,0
2636,E:\TFG\model_src\dataset\2\327747507050523733777483840288491739521_v9v6xn.png,2
2637,H:\TFG\data\41\216840111366964012558082906712009314091547317_00-110-111.png,1
2638,E:\TFG\model_src\dataset\4\235887762159727754910608376771846455586_ohvnrv.png,0
2639,E:\TFG\model_src\dataset\2\79952292720891579625418449745834871387_3dvccv.png,2
2640,H:\TFG\data\41\216840111366964013076187734852011297105002539_00-193-101.png,1
2641,E:\TFG\model_src\dataset\4\199121248932427527186211644571478800159_svo7rj.png,0
2642,E:\TFG\model_src\dataset\2\273359594336842190093420567955830697621_m1wf3p.png,2
2643,H:\TFG\data\41\216840111366964013076187734852011278112244095_00-193-182.png,1
2644,E:\TFG\model_src\dataset\4\209714662473452411861178538156583794509_wtqxpb.png,0
2645,E:\TFG\model_src\dataset\2\280917511003462824794527800599183745096_2f2cr7.png,2
2646,H:\TFG\data\41\216840111366964013076187734852011278114851081_00-193-131.png,1
2647,E:\TFG\model_src\dataset\4\56789186257666692988148734480231002105_c4vt2o.png,0
2648,E:\TFG\model_src\dataset\2\83320621201183505430736095753322585447_eet316.png,2
2649,H:\TFG\data\41\216840111366964012904401302362010334104417576_00-193-090.png,1
2650,E:\TFG\model_src\dataset\4\205436039211185435541756081459516191167_zulmiq.png,0
2651,E:\TFG\model_src\dataset\2\308960792927104704294094761247660688762_mvgbum.png,2
2652,H:\TFG\data\41\216840111366964013076187734852011298085800838_00-194-123.png,1
2653,E:\TFG\model_src\dataset\4\126670014156346284047503532818399210675_xi5i30.png,0
2654,E:\TFG\model_src\dataset\2\273895183799392453313100136526149856277_j450z2.png,2
2655,H:\TFG\data\41\216840111366964013076187734852011293141810289_00-194-138.png,1
2656,E:\TFG\model_src\dataset\4\21205108510338771900504399886552876976_ujswds.png,0
2657,E:\TFG\model_src\dataset\2\70093323820603481717247861437025093668_fuc0xl.png,2
2658,H:\TFG\data\41\216840111366964012373310883942009107144632217_00-067-002.png,1
2659,E:\TFG\model_src\dataset\4\187657787279183744792640649159092144610_7j2zec.png,0
2660,E:\TFG\model_src\dataset\2\67325018346816063123899571275228931326_6nteol.png,2
2661,H:\TFG\data\41\216840111366964012283393834152008351125429195_00-067-030.png,1
2662,E:\TFG\model_src\dataset\4\271331770785011145390769607622035995390_uod7lo.png,0
2663,E:\TFG\model_src\dataset\2\100092432588806713925649861859774553420_l6812y.png,2
2664,H:\TFG\data\41\216840111366964012373310883942009092100047428_00-067-110.png,1
2665,E:\TFG\model_src\dataset\4\65357746345567672619063936471417643503_4fdpzp.png,0
2666,E:\TFG\model_src\dataset\2\278377057569811339045050571199076385501_v7w2ti.png,2
2667,H:\TFG\data\41\216840111366964012373310883942009107110006887_00-067-068.png,1
2668,E:\TFG\model_src\dataset\4\191450926058768279568025445989340981609_s7d3tc.png,0
2669,E:\TFG\model_src\dataset\2\178543780702427632801323354064737472327_2_3szbsa.png,2
2670,H:\TFG\data\41\216840111366964012283393834152009034125412154_00-058-031.png,1
2671,E:\TFG\model_src\dataset\4\231539687116069159994120815372584526077_5o2t01.png,0
2672,E:\TFG\model_src\dataset\2\271252175383717958504935949408258772890_tk6tb0.png,2
2673,H:\TFG\data\41\216840111366964012283393834152009034144350507_00-058-116.png,1
2674,E:\TFG\model_src\dataset\4\308351574127911910083925727544536845260_cho7sf.png,0
2675,E:\TFG\model_src\dataset\2\150049938782361778841515534280433486268_58aac1.png,2
2676,H:\TFG\data\41\216840111366964012339356563862009049083758571_00-058-117.png,1
2677,E:\TFG\model_src\dataset\4\201506703843100013270949208203477044548_rah9q7.png,0
2678,E:\TFG\model_src\dataset\2\44373737212092307458253505324942879081_63ixgs.png,2
2679,H:\TFG\data\41\216840111366964012558082906712009313122245297_00-112-095.png,1
2680,E:\TFG\model_src\dataset\4\201506703843100013270949208203477044548_2_gw8ar0.png,0
2681,E:\TFG\model_src\dataset\2\322932508742595734477890713160069934715_56zb8w.png,2
2682,H:\TFG\data\41\216840111366964012989926673512011089083028563_00-161-138.png,1
2683,E:\TFG\model_src\dataset\4\272903471682088940889459645318428171474_bbfm21.png,0
2684,E:\TFG\model_src\dataset\2\240045870589120578649948387958637798861_r4niho.png,2
2685,H:\TFG\data\41\216840111366964012373310883942009154094242703_00-096-070.png,1
2686,E:\TFG\model_src\dataset\4\311922088773784151527866771015822891874_9oj40l.png,0
2687,E:\TFG\model_src\dataset\2\187622551363410331121827829908864242246_pf87a6.png,2
2688,H:\TFG\data\41\216840111366964012283393834152009029144006427_00-062-197.png,1
2689,E:\TFG\model_src\dataset\4\322674125542098311591203077243616291407_fuse0w.png,0
2690,E:\TFG\model_src\dataset\2\29962342256770563393110873925016969091_2_88571y.png,2
2691,H:\TFG\data\42\216840111366964012487858717522009278093922942_00-074-139.png,1
2692,E:\TFG\model_src\dataset\4\95362633037543352793002292615392511181_wr9b31.png,0
2693,E:\TFG\model_src\dataset\2\218775860241770733654914985192466663782_fs64ka.png,2
2694,H:\TFG\data\42\216840111366964012373310883942009139085602206_00-038-191.png,1
2695,E:\TFG\model_src\dataset\4\303999872492247504791486399062716915353_ri7gsm.png,0
2696,E:\TFG\model_src\dataset\2\174123077840575718087221428545541874242_9ea5ym.png,2
2697,H:\TFG\data\42\216840111366964012373310883942009134144003272_00-038-025.png,1
2698,E:\TFG\model_src\dataset\4\109583821029588684900602149482143251019_-2p5hu.png,0
2699,E:\TFG\model_src\dataset\2\292515749487835662519408921169284319796_ad0cdc.png,2
2700,H:\TFG\data\42\216840111366964012339356563862009076102951904_00-038-108.png,1
2701,E:\TFG\model_src\dataset\4\74282424579212606180428558707486659576_lmq73i.png,0
2702,E:\TFG\model_src\dataset\2\259109139352147042405253124917891573987_lsztsu.png,2
2703,H:\TFG\data\42\216840111366964012373310883942009139082043674_00-038-090.png,1
2704,E:\TFG\model_src\dataset\4\74517524113910241361336217604100434387_yu2d3j.png,0
2705,E:\TFG\model_src\dataset\2\11161943464023140609174638169619128035_j1oygg.png,2
2706,H:\TFG\data\42\216840111366964012558082906712009337125513028_00-086-036.png,1
2707,E:\TFG\model_src\dataset\4\106562359280208922746005783766606394656_40hm43.png,0
2708,E:\TFG\model_src\dataset\2\71080619233086420078078329074357007168_svfxhu.png,2
2709,H:\TFG\data\42\216840111366964012558082906712009352105443285_00-086-075.png,1
2710,E:\TFG\model_src\dataset\4\298001968057262969346494692973205281989_be9w7c.png,0
2711,E:\TFG\model_src\dataset\2\58477929800230691204105895733006005248_yycpbd.png,2
2712,H:\TFG\data\42\216840111366964012558082906712009356144946185_00-086-108.png,1
2713,E:\TFG\model_src\dataset\4\159936985508737196812078471968891364141_9dexek.png,0
2714,E:\TFG\model_src\dataset\2\29974187813158733490037283136456482510_edq8t5.png,2
2715,H:\TFG\data\42\216840111366964012487858717522009260110829788_00-025-079.png,1
2716,E:\TFG\model_src\dataset\4\285234518044938902388458496504355379021_l69dgi.png,0
2717,E:\TFG\model_src\dataset\2\222230359108094621562002601940540671830-2_f0shyy.png,2
2718,H:\TFG\data\42\216840111366964012487858717522009254091852332_00-025-037.png,1
2719,E:\TFG\model_src\dataset\4\276058695452219424377561267645736555373_6g0gax.png,0
2720,E:\TFG\model_src\dataset\2\324183657548025823055478432336497908380_zxe8p2.png,2
2721,H:\TFG\data\42\216840111366964012487858717522009260123727108_00-025-077.png,1
2722,E:\TFG\model_src\dataset\4\40433312249890296056809084297076427796_fi7kz8.png,0
2723,E:\TFG\model_src\dataset\2\125645370385838829217988203409753544056_uo2o6o.png,2
2724,H:\TFG\data\42\216840111366964012214806429742008266131656340_00-025-063.png,1
2725,E:\TFG\model_src\dataset\4\87253013496908513033277514383968924560_9k1ryx.png,0
2726,E:\TFG\model_src\dataset\3\97386191067950530757106524897846806440_kx5aq8.png,2
2727,H:\TFG\data\42\12752243479320241646038_00-196-096.png,1
2728,E:\TFG\model_src\dataset\4\67755545779905437211406977371638209695_-dc7vk.png,0
2729,E:\TFG\model_src\dataset\3\5138385345398387199744905936152741105_44qw49.png,2
2730,H:\TFG\data\42\216840111366964013076187734852011290095540285_00-196-033.png,1
2731,E:\TFG\model_src\dataset\4\285810518701892145468393588283920203301_rsj6oj.png,0
2732,E:\TFG\model_src\dataset\3\131805228404527242915320180798935572688_lvfj7x.png,2
2733,H:\TFG\data\42\216840111366964012959786098432011040104055228_00-181-002.png,1
2734,E:\TFG\model_src\dataset\4\256753385547185325214596010307332186203_yxhw4v.png,0
2735,E:\TFG\model_src\dataset\3\40637965163181217908314398172069010801_p94vx0.png,2
2736,H:\TFG\data\42\216840111366964012959786098432011039103948130_00-181-094.png,1
2737,E:\TFG\model_src\dataset\4\313142666841687892191878025285828625883_iliy71.png,0
2738,E:\TFG\model_src\dataset\3\282993441321421633037373404759044573688_7dce10.png,2
2739,H:\TFG\data\42\216840111366964012959786098432011041143649495_00-181-115.png,1
2740,E:\TFG\model_src\dataset\4\156517212389026991388703303242374392302_0auoeh.png,0
2741,E:\TFG\model_src\dataset\3\213131314138005505485144746779469279286_y7i0nu.png,2
2742,H:\TFG\data\42\216840111366964012989926673512011117100205491_00-181-196.png,1
2743,E:\TFG\model_src\dataset\4\254840924689940150525318144470463272746_z7veax.png,0
2744,E:\TFG\model_src\dataset\3\123108971486439746830354677258733312016_tf90rv.png,2
2745,H:\TFG\data\42\216840111366964012989926673512011080113758078_00-170-152.png,1
2746,E:\TFG\model_src\dataset\4\24952030389593613630137011940602867541_2_ilt0de.png,0
2747,E:\TFG\model_src\dataset\3\246090690370768281469317558332738549262_6lk793.png,2
2748,H:\TFG\data\42\216840111366964012373310883942009139085258956_00-037-072.png,1
2749,E:\TFG\model_src\dataset\4\251593631928871962887023557253681913096_merr79.png,0
2750,E:\TFG\model_src\dataset\3\289787640306619295300463723712993705545_oiqeeb.png,2
2751,H:\TFG\data\42\216840111366964012373310883942009131140103306_00-037-031.png,1
2752,E:\TFG\model_src\dataset\4\13668092807747063475254092437212295949_4ujey9.png,0
2753,E:\TFG\model_src\dataset\3\49198951112201484062402116260790289793_uk740x.png,2
2754,H:\TFG\data\42\216840111366964012373310883942009138101219990_00-037-168.png,1
2755,E:\TFG\model_src\dataset\4\273339737511725311615683011563219783804_ex7b9v.png,0
2756,E:\TFG\model_src\dataset\3\101920809840611824773678858316745127492_a1j66k.png,2
2757,H:\TFG\data\42\216840111366964012214806429742008329134633755_00-037-077.png,1
2758,E:\TFG\model_src\dataset\4\38790421017548840383938027880777041524_uy7uyn.png,0
2759,E:\TFG\model_src\dataset\3\101920809840611824773678858316745127492_2_arom5z.png,2
2760,H:\TFG\data\42\216840111366964012373310883942009138093336266_00-037-194.png,1
2761,E:\TFG\model_src\dataset\4\9581610381859580132476862833301339801_1rkfxu.png,0
2762,E:\TFG\model_src\dataset\3\11172953767000594495034976331043932004_kd6hc6.png,2
2763,H:\TFG\data\42\216840111366964012214806429742008329134633755_00-037-117.png,1
2764,E:\TFG\model_src\dataset\4\173771975274050869742925146317870901647_mbo0yd.png,0
2765,E:\TFG\model_src\dataset\3\236035346998669597650406104116435812693_gmfrdf.png,2
2766,H:\TFG\data\42\216840111366964012373310883942009138091754871_00-037-038.png,1
2767,E:\TFG\model_src\dataset\4\151123552805268800231616226940013080600_hmth62.png,0
2768,E:\TFG\model_src\dataset\3\9189636682825958514311872879319443158_fd6xlj.png,2
2769,H:\TFG\data\42\216840111366964012922382741642011004124906252_00-120-085.png,1
2770,E:\TFG\model_src\dataset\4\143539916646934554567481172460077214883_i7usyu.png,0
2771,E:\TFG\model_src\dataset\3\299667328586922034342969043417327549867_j3dyi7.png,2
2772,H:\TFG\data\42\216840111366964012948363412702011021122548694_00-120-118.png,1
2773,E:\TFG\model_src\dataset\4\307587445846073105818286966910151982554_org1tm.png,0
2774,E:\TFG\model_src\dataset\3\213494838488357611653248000538150985741_7ubhnl.png,2
2775,H:\TFG\data\42\216840111366964012948363412702011021122654130_00-120-126.png,1
2776,E:\TFG\model_src\dataset\4\206537487837445298063251493404425793671_cde5v7.png,0
2777,E:\TFG\model_src\dataset\3\250074348714998988394801949618926433431_jdyioo.png,2
2778,H:\TFG\data\42\216840111366964012948363412702011024134728354_00-120-136.png,1
2779,E:\TFG\model_src\dataset\4\119024353017702516124844172314365136921_zyb2pt.png,0
2780,E:\TFG\model_src\dataset\3\105365152081442979086206322894843907198_unwb5n.png,2
2781,H:\TFG\data\42\216840111366964012373310883942009117135236260_00-064-083.png,1
2782,E:\TFG\model_src\dataset\4\169669674417710134046014374347525800084_py28b9.png,0
2783,E:\TFG\model_src\dataset\3\217116463278555010147787388628945314553_edv29q.png,2
2784,H:\TFG\data\42\216840111366964012373310883942009114102547589_00-064-121.png,1
2785,E:\TFG\model_src\dataset\4\170216315322371574319791443191334318541_qccf20.png,0
2786,E:\TFG\model_src\dataset\3\218430811761827047753794356215358605699_1zv5xq.png,2
2787,H:\TFG\data\42\216840111366964012373310883942009091123938237_00-064-184.png,1
2788,E:\TFG\model_src\dataset\4\18195646299107446680297882881496467068_wf6zge.png,0
2789,E:\TFG\model_src\dataset\3\325257336308017407697784173127185055787_eleg24.png,2
2790,H:\TFG\data\42\216840111366964012373310883942009117135236260_00-064-126.png,1
2791,E:\TFG\model_src\dataset\4\62708912318829775497788750504298021670_vgdfqx.png,0
2792,E:\TFG\model_src\dataset\3\133304005263596899215602338113824418033_r4vmd4.png,2
2793,H:\TFG\data\42\216840111366964012373310883942009091093235198_00-064-169.png,1
2794,E:\TFG\model_src\dataset\4\261977248814157177801844328078844874216_272fvj.png,0
2795,E:\TFG\model_src\dataset\3\332440240722077790347893506441258901260_wn0xp3.png,2
2796,H:\TFG\data\42\216840111366964013076187734852011238140132767_00-118-189.png,1
2797,E:\TFG\model_src\dataset\4\232117402004729254694818549113963371404_pazaxt.png,0
2798,E:\TFG\model_src\dataset\3\279527920726912166900851077563753469543_snzv4j.png,2
2799,H:\TFG\data\42\216840111366964013076187734852011220113430564_00-114-108.png,1
2800,E:\TFG\model_src\dataset\4\156511606195664042007779460442359450813_1vs04q.png,0
2801,E:\TFG\model_src\dataset\3\271240642370817000610850478938449153822_jc29j8.png,2
2802,H:\TFG\data\42\216840111366964012373310883942009085112735645_00-024-119.png,1
2803,E:\TFG\model_src\dataset\4\53820773941011413236044863026136081301_jskc1g.png,0
2804,E:\TFG\model_src\dataset\3\313576440019555681469519197170661694444_9884qw.png,2
2805,H:\TFG\data\42\216840111366964012487858717522009271093118012_00-024-114.png,1
2806,E:\TFG\model_src\dataset\4\83644275030735665215643387502762083478_iwh7jy.png,0
2807,E:\TFG\model_src\dataset\3\106997070894779966614346591942916625787_fsxv2a.png,2
2808,H:\TFG\data\42\216840111366964012558082906712009337124947013_00-089-019.png,1
2809,E:\TFG\model_src\dataset\4\182950674057840564346287172243197263909_kr85vx.png,0
2810,E:\TFG\model_src\dataset\3\301346245634550990017305683954512446838_hikje6.png,2
2811,H:\TFG\data\43\216840111366964012989926673512011103094027306_00-191-196.png,1
2812,E:\TFG\model_src\dataset\4\83698200706821419714714972631614690942_2_kiyr9n.png,0
2813,E:\TFG\model_src\dataset\3\56293523286883553908484917478461474980_ys8vu7.png,2
2814,H:\TFG\data\43\216840111366964012373310883942009111120805655_00-072-049.png,1
2815,E:\TFG\model_src\dataset\4\232054211861699619555575255064821141310_0k0p93.png,0
2816,E:\TFG\model_src\dataset\3\180180464600710087804298841392565201499_-e7915.png,2
2817,H:\TFG\data\43\216840111366964012487858717522009289101000982_00-072-055.png,1
2818,E:\TFG\model_src\dataset\4\17051121407339296329886364436438476997_cwjf9q.png,0
2819,E:\TFG\model_src\dataset\3\180180464600710087804298841392565201499_-e7913.png,2
2820,H:\TFG\data\43\216840111366964012339356563862009072094837617_00-043-118.png,1
2821,E:\TFG\model_src\dataset\4\115331943622073283365652718467671331218_ggbtal.png,0
2822,E:\TFG\model_src\dataset\3\273985368468485713526243324548080255510_2_pxaykb.png,2
2823,H:\TFG\data\43\216840111366964012922382741642010347133900463_00-187-166.png,1
2824,E:\TFG\model_src\dataset\4\167035276487276263850629475592980584332_5ghyb8.png,0
2825,E:\TFG\model_src\dataset\3\108799707453469440601404124303300259846_kovw9m.png,2
2826,H:\TFG\data\43\216840111366964012989926673512011091141044911_00-187-164.png,1
2827,E:\TFG\model_src\dataset\4\60948235733058452453774548792412028962_b78hbk.png,0
2828,E:\TFG\model_src\dataset\3\89836303142842107467158699001441609414_643p9q.png,2
2829,H:\TFG\data\43\216840111366964012989926673512011091133352245_00-187-156.png,1
2830,E:\TFG\model_src\dataset\4\302356628732575120830978203305952528355_6rm4do.png,0
2831,E:\TFG\model_src\dataset\3\328483568345905472936813349787026840965_sw2j1o.png,2
2832,H:\TFG\data\43\216840111366964012339356563862009040135912235_00-055-053.png,1
2833,E:\TFG\model_src\dataset\4\306262951605559715383450584029381190101_dk2qkv.png,0
2834,E:\TFG\model_src\dataset\3\199341901502661986441086965625928968293_vq46p4.png,2
2835,H:\TFG\data\43\216840111366964012487858717522009271121309459_00-084-147.png,1
2836,E:\TFG\model_src\dataset\4\175312415942688814067474429329517599542_jp9i8c.png,0
2837,E:\TFG\model_src\dataset\3\199680251544644228522585204017770916122_-iduz2.png,2
2838,H:\TFG\data\43\216840111366964012959786098432011038095039087_00-173-002.png,1
2839,E:\TFG\model_src\dataset\4\282844352691562579762363651918837584231_eupk9z.png,0
2840,E:\TFG\model_src\dataset\3\285523417267575544048489403995018832705_ozxvlb.png,2
2841,H:\TFG\data\43\216840111366964012959786098432011040103043276_00-173-026.png,1
2842,E:\TFG\model_src\dataset\4\96943285218603905559189188787641366878_ksxqaq.png,0
2843,E:\TFG\model_src\dataset\3\35932990309210835702063143774500359083_i94dq6.png,2
2844,H:\TFG\data\43\12752243479320241407111_00-173-065.png,1
2845,E:\TFG\model_src\dataset\4\206834324919652493640871242330281338422_2zjni7.png,0
2846,E:\TFG\model_src\dataset\3\211928278205362211240230044191222941187_o8i7pp.png,2
2847,H:\TFG\data\43\216840111366964012959786098432011038102552188_00-173-169.png,1
2848,E:\TFG\model_src\dataset\4\213741274068386184925652585906403432131_uv7r4g.png,0
2849,E:\TFG\model_src\dataset\3\34949838753127434855857829882983915266_bk0lt5.png,2
2850,H:\TFG\data\43\216840111366964012487858717522009286134625935_00-075-194.png,1
2851,E:\TFG\model_src\dataset\4\333453166872126540962860550996526301511_luay2y.png,0
2852,E:\TFG\model_src\dataset\3\205548112442423059108994361643148953514_7mna7w.png,2
2853,H:\TFG\data\43\216840111366964012487858717522009271113507437_00-022-002.png,1
2854,E:\TFG\model_src\dataset\4\151720368260324713924735880725579455021_7tz6ku.png,0
2855,E:\TFG\model_src\dataset\3\107637088821027660319598365444194073616_m2pmks.png,2
2856,H:\TFG\data\43\216840111366964012487858717522009244095454959_00-022-151.png,1
2857,E:\TFG\model_src\dataset\4\108323268054575909160666905210151953281_jub3wq.png,0
2858,E:\TFG\model_src\dataset\3\62451501894033501221488979846139068361_oowqv3.png,2
2859,H:\TFG\data\43\216840111366964012487858717522009266121214122_00-022-084.png,1
2860,E:\TFG\model_src\dataset\4\224386783373343270791682927266006118649_x846v2.png,0
2861,E:\TFG\model_src\dataset\3\30353623711707351283235925841585320515_ls2z0i.png,2
2862,H:\TFG\data\43\216840111366964012487858717522009246110551763_00-022-008.png,1
2863,E:\TFG\model_src\dataset\4\81085187537176783006793497176253632655_e25mzg.png,0
2864,E:\TFG\model_src\dataset\3\76317058282049164622972715187272647035_f7sp75.png,2
2865,H:\TFG\data\43\216840111366964012558082906712009337145436002_00-088-113.png,1
2866,E:\TFG\model_src\dataset\4\314586440849888644375076239034523544977_zy6av0.png,0
2867,E:\TFG\model_src\dataset\3\32164847973774058851121117567085410696_8v5jnn.png,2
2868,H:\TFG\data\43\216840111366964012283393834152009033102258826_00-059-079.png,1
2869,E:\TFG\model_src\dataset\4\75124524618083750733739897066357125112_jheg0s.png,0
2870,E:\TFG\model_src\dataset\3\207359630747237481335455459790592483031_2_qe6mxj.png,2
2871,H:\TFG\data\43\216840111366964012283393834152009030120803317_00-059-165.png,1
2872,E:\TFG\model_src\dataset\4\246908921036729878127668713649359804818_ypttov.png,0
2873,E:\TFG\model_src\dataset\3\251703168968027595405442293686397652324_34rdlv.png,2
2874,H:\TFG\data\44\216840111366964012959786098432011053102324642_00-177-025.png,1
2875,E:\TFG\model_src\dataset\4\199870086516928558437918019303636552780_fbsf9q.png,0
2876,E:\TFG\model_src\dataset\3\226480654660474978782420109439829456073_1r2e4z.png,2
2877,H:\TFG\data\44\216840111366964012959786098432011048130213784_00-177-193.png,1
2878,E:\TFG\model_src\dataset\4\52476094288448959530147133260002775942_5jsurf.png,0
2879,E:\TFG\model_src\dataset\3\154478557319928614756526931485103570223_gmy9or.png,2
2880,H:\TFG\data\44\216840111366964012959786098432011048123953433_00-177-102.png,1
2881,E:\TFG\model_src\dataset\4\15377629888798234185852303855311141812_9f91cl.png,0
2882,E:\TFG\model_src\dataset\3\87845256104345499812277215783626141232_rwd77k.png,2
2883,H:\TFG\data\44\216840111366964012339356563862009076124706509_00-044-182.png,1
2884,E:\TFG\model_src\dataset\4\79978877160597869938705296352929395189_1rpeok.png,0
2885,E:\TFG\model_src\dataset\3\299672750900484964104026853998935851656_5c8tjh.png,2
2886,H:\TFG\data\44\216840111366964012373310883942009127084617144_00-034-199.png,1
2887,E:\TFG\model_src\dataset\4\69074837765332209929474072053075649344_fjmhk8.png,0
2888,E:\TFG\model_src\dataset\3\145769364607358984473800346357899635518_w3mh7f.png,2
2889,H:\TFG\data\44\216840111366964012373310883942009089131157859_00-034-033.png,1
2890,E:\TFG\model_src\dataset\4\313309897023330805177767848450466255308_nkc4tq.png,0
2891,E:\TFG\model_src\dataset\3\144368700720254208557107698209726297340_vawto1.png,2
2892,H:\TFG\data\44\216840111366964012989926673512011102120334530_00-185-157.png,1
2893,E:\TFG\model_src\dataset\4\203454006377844409491169200919458491535_hgufhi.png,0
2894,E:\TFG\model_src\dataset\3\199471642600178749830556602209540056904_0cr1yo.png,2
2895,H:\TFG\data\44\216840111366964012989926673512011102120930530_00-185-060.png,1
2896,E:\TFG\model_src\dataset\4\205788694295898621969459045234584068926_vyruhi.png,0
2897,E:\TFG\model_src\dataset\3\198478481242418650172244985884543679480_ou8qy5.png,2
2898,H:\TFG\data\44\216840111366964012768025509942010207101330410_00-185-095.png,1
2899,E:\TFG\model_src\dataset\4\334615718523271049170043233945340286489_tw0hfw.png,0
2900,E:\TFG\model_src\dataset\3\63026446105657677542872311315535368329_ezog15.png,2
2901,H:\TFG\data\44\216840111366964012487858717522009252083625505_00-019-101.png,1
2902,E:\TFG\model_src\dataset\4\99609296415758656058769600580910281173_neg2b1.png,0
2903,E:\TFG\model_src\dataset\3\2613138674713522536839593252337143713_2_52dlht.png,2
2904,H:\TFG\data\44\216840111366964012487858717522009272091335229_00-019-162.png,1
2905,E:\TFG\model_src\dataset\4\37296318830638817516513546489152708548_ovholp.png,0
